,Unnamed: 0,req1,req1_id,req2,req2_id,similarity,cosine,BinaryClass,MultiClass,Id
9999,9999,it shall be possible to manually select shunting from stand by operation full supervision operation or partial supervision operation,PURE_B080,unfitted operation shall be possible if ordered by trackside,PURE_B192,9999,9999,0,9999,9999
9999,9999,the train shall have the capability of being supervised to a ceiling speed,PURE_B062,if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,PURE_B095,9999,9999,0,9999,9999
9999,9999,using train data and infrastructure data braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track,PURE_B087,the driver shall be able to override the function when the train is stationary,PURE_B065,9999,9999,0,9999,9999
9999,9999,the driver shall be able to consult train data when the train is stationary or moving,PURE_B019,if the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one rbc to another (train spacing and train speed,PURE_B162,9999,9999,0,9999,9999
9999,9999,to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,PURE_B007,if track data at least to the location where the relevant movement authority ends are not available on-board the movement authority shall be rejected,PURE_B040,9999,9999,0,9999,9999
9999,9999,actual speed shall still be shown on the dmi,PURE_B078,the following train data shall be sent from the on board to the trackside,PURE_B100,9999,9999,1,9999,9999
9999,9999,the following definitions shall apply for the etcs application levels,PURE_B070,on request of the rbc the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear,PURE_B035,9999,9999,0,9999,9999
9999,9999,on request of the rbc the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear,PURE_B035,once the train starts reversing the ma shall be cancelled,PURE_B137,9999,9999,0,9999,9999
9999,9999,the driver shall have the possibility to select the language this does not concern non pre-defined texts sent from the trackside,PURE_B052,to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction,PURE_B097,9999,9999,0,9999,9999
9999,9999,when the etcs trainborne equipment is isolated the system shall not show any etcs information other than the fact that the system is isolated,PURE_B094,after the acknowledgement the driver shall be able to continue the movement,PURE_B115,9999,9999,0,9999,9999
9999,9999,if an etcs equipped train passes a level transition to a line fitted with more than one level the onboard shall switch to the highest level according to the priority given by trackside for which it is equipped,PURE_B125,the driver shall be able to override the function when the train is stationary,PURE_B065,9999,9999,0,9999,9999
9999,9999,if an etcs equipped train passes a level transition to a line fitted with more than one level the onboard shall switch to the highest level according to the priority given by trackside for which it is equipped,PURE_B125,the following train data shall be sent from the on board to the trackside,PURE_B100,9999,9999,0,9999,9999
9999,9999,the dmi shall indicate the result of the self-test,PURE_B004,partial supervision shall be indicated on the dmi,PURE_B024,9999,9999,1,9999,9999
9999,9999,the dmi shall indicate the result of the self-test,PURE_B004,actual speed shall be indicated on the dmi,PURE_B025,9999,9999,1,9999,9999
9999,9999,the dmi shall indicate the result of the self-test,PURE_B004,a special indication shall be shown on the dmi,PURE_B026,9999,9999,1,9999,9999
9999,9999,the dmi shall indicate the result of the self-test,PURE_B004,route unsuitability shall be indicated on the dmi,PURE_B032,9999,9999,1,9999,9999
9999,9999,etcs shall provide the driver with information to allow him to drive the train safely,PURE_B067,the trackside shall be able to send information for the calculation of speed profiles,PURE_B017,9999,9999,0,9999,9999
9999,9999,it shall be possible to define certain locations (eg tunnels) where speed increase is related to the front of the train,PURE_B066,if there are failures of the trainborne equipment which compromise the safety of train supervision the etcs trainborne equipment shall immediately command the brake and bring the train to a stop,PURE_B186,9999,9999,0,9999,9999
9999,9999,the following data may be entered manually by the driver or from train memory,PURE_B071,if decided by a national value the driver may release the etcs emergency brake when the actual speed is below the permitted speed,PURE_B049,9999,9999,0,9999,9999
9999,9999,the following data may be entered manually by the driver or from train memory,PURE_B071,when the traction unit is stationary the driver shall be required to acknowledge the train trip condition this acknowledgement will release the emergency brake,PURE_B050,9999,9999,0,9999,9999
9999,9999,the trackside shall be able to send information for the calculation of speed profiles,PURE_B017,when the traction unit is stationary the driver shall be required to acknowledge the train trip condition this acknowledgement will release the emergency brake,PURE_B050,9999,9999,0,9999,9999
9999,9999,the etcs trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data,PURE_B021,where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point,PURE_B059,9999,9999,0,9999,9999
9999,9999,when the train passes the stop signal the train trip function shall be suppressed,PURE_B005,when a train has received an emergency stop etcs shall command the emergency brake,PURE_B118,9999,9999,0,9999,9999
9999,9999,it shall be possible to implement one or more of the etcs application levels on a line,PURE_B147,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_B012,9999,9999,0,9999,9999
9999,9999,the driver shall have the possibility to select the language this does not concern non pre-defined texts sent from the trackside,PURE_B052,the trainborne equipment shall apply the emergency brake after a distance defined by a national value is travelled by the train,PURE_B048,9999,9999,0,9999,9999
9999,9999,the onboard shall be capable to switch to another etcs status when transmitted from trackside,PURE_B127,the etcs on-board shall be capable of receiving information regarding air tightness from the trackside,PURE_B107,9999,9999,1,9999,9999
9999,9999,isolation of the etcs trainborne equipment shall disconnect the etcs trainborne equipment from the vehicle braking system,PURE_B002,the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed this shall be shown to the driver in a way that is understandable and logical,PURE_B003,9999,9999,0,9999,9999
9999,9999,the etcs trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data,PURE_B021,the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed this shall be shown to the driver in a way that is understandable and logical,PURE_B003,9999,9999,0,9999,9999
9999,9999,the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed this shall be shown to the driver in a way that is understandable and logical,PURE_B003,the new target location shall be checked for acceptance by the on board,PURE_B096,9999,9999,0,9999,9999
9999,9999,the train shall have the capability of being supervised to a ceiling speed,PURE_B062,it shall be possible to drive the train backwards in a supervised way (speed and distance) according to information received from trackside,PURE_B111,9999,9999,0,9999,9999
9999,9999,the current application level shall be indicated on the dmi,PURE_B030,the emergency brake shall be applied until the traction unit is stationary,PURE_B120,9999,9999,1,9999,9999
9999,9999,transfer to shunting on driverâs selection shall only be possible when stationary,PURE_B085,the supervised shunting speed shall be indicated to the driver on request,PURE_B073,9999,9999,1,9999,9999
9999,9999,the on board shall supervise the train against a ceiling speed,PURE_B038,the roll away/reverse movement intervention shall be indicated on the dmi,PURE_B015,9999,9999,1,9999,9999
9999,9999,the driver shall be able to release an etcs emergency brake application when stationary,PURE_B020,when a traction unit passes a stop-signal the emergency brake shall be triggered,PURE_B018,9999,9999,0,9999,9999
9999,9999,the roll away/reverse movement intervention shall be indicated on the dmi,PURE_B015,once the train starts reversing the ma shall be cancelled,PURE_B137,9999,9999,1,9999,9999
9999,9999,the supervised speed shall not be shown on the dmi,PURE_B031,the emergency brake shall be applied until the traction unit is stationary,PURE_B120,9999,9999,1,9999,9999
9999,9999,the emergency brake shall be applied until the traction unit is stationary,PURE_B120,the occurrence of a failure shall be displayed on the dmi,PURE_B188,9999,9999,1,9999,9999
9999,9999,the etcs on-board shall be capable of receiving information about pantograph and power supply from the trackside,PURE_B051,the new target location shall be checked for acceptance by the on board,PURE_B096,9999,9999,1,9999,9999
9999,9999,to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,PURE_B007,in the event of a transmission failure the following reactions shall be capable of being applied in accordance with a national value,PURE_B175,9999,9999,0,9999,9999
9999,9999,if as a result of an automatic transition except for transitions to and from national operation (stm) the responsibility for the driver increases the etcs shall seek an acknowledgement from the driver whether the train is stationary or not,PURE_B044,current train data shall be stored (except at transition to shunting) in the etcs equipment until the traction unit is not operative,PURE_B102,9999,9999,0,9999,9999
9999,9999,if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,PURE_B095,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_B012,9999,9999,0,9999,9999
9999,9999,when changing to a lower speed level the front end of the train shall respect the dynamic train speed profile,PURE_B057,it shall be possible to command a conditional emergency stop if the train has already passed the location for the emergency stop the command shall be ignored,PURE_B083,9999,9999,0,9999,9999
9999,9999,when changing to a higher speed level the rear end of the train shall respect the static train speed profile,PURE_B058,it shall be possible to command a conditional emergency stop if the train has already passed the location for the emergency stop the command shall be ignored,PURE_B083,9999,9999,0,9999,9999
9999,9999,if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,PURE_B095,the etcs trainborne equipment shall be able to determine the location of the entire train,PURE_B037,9999,9999,0,9999,9999
9999,9999,when the etcs trainborne equipment is isolated the system shall not show any etcs information other than the fact that the system is isolated,PURE_B094,etcs shall calculate the permitted speed for the train for all locations of the authorised movement,PURE_B090,9999,9999,0,9999,9999
9999,9999,it shall be possible to define certain locations (eg tunnels) where speed increase is related to the front of the train,PURE_B066,the co-operative revocation of the ma shall be possible to a new target location proposed from rbc,PURE_B112,9999,9999,0,9999,9999
9999,9999,for transitions to and from national operation (stm) the etcs shall request an acknowledgement by the driver,PURE_B104,on request of the rbc the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear,PURE_B035,9999,9999,0,9999,9999
9999,9999,this static train speed profile shall also respect maximum line speed and track speed and special speed levels for special classes of trains,PURE_B142,a train shall be supervised to its static and dynamic train speed profiles,PURE_B122,9999,9999,0,9999,9999
9999,9999,the train shall be supervised according to train speed data available,PURE_B033,the train shall be able to automatically pass from one rbc area to another without driver intervention,PURE_B143,9999,9999,0,9999,9999
9999,9999,the driver shall acknowledge the level transitions if requested from trackside if the driver does not acknowledge after the transition the brake shall be applied if the driver acknowledges afterwards the brake can be released,PURE_B006,within the braking curve area a warning shall be given to the driver to enable him to react and avoid intervention from etcs equipment at least 5 sec before the intervention,PURE_B061,9999,9999,0,9999,9999
9999,9999,the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,PURE_B123,the etcs trainborne equipment shall be able to determine the location of the entire train,PURE_B037,9999,9999,0,9999,9999
9999,9999,the driver shall be able to consult train data when the train is stationary or moving,PURE_B019,all data entered received or indicated to the driver shall be recorded onboard all data shall be related to utc (universal time corrected) and a reference point,PURE_B146,9999,9999,0,9999,9999
9999,9999,the entry of driver identification and the selection of the language shall be possible,PURE_B009,if decided by a national value the driver may release the etcs emergency brake when the actual speed is below the permitted speed,PURE_B049,9999,9999,0,9999,9999
9999,9999,if decided by a national value the driver may release the etcs emergency brake when the actual speed is below the permitted speed,PURE_B049,when the train passes the stop signal the train trip function shall be suppressed,PURE_B005,9999,9999,0,9999,9999
9999,9999,the driver shall acknowledge the level transitions if requested from trackside if the driver does not acknowledge after the transition the brake shall be applied if the driver acknowledges afterwards the brake can be released,PURE_B006,during the transition period between two operational states (including two different national operations) the supervision provided shall at least ensure the same protection provided by the least restrictive state,PURE_B148,9999,9999,0,9999,9999
9999,9999," it shall be possible to apply the train trip function if the shunting movement passes a signal showing ""danger for shunting",PURE_B013,on demand the position of the front end of the train at the time of the demand shall be indicated on the dmi this shall be possible while the train is moving or stationary,PURE_B072,9999,9999,0,9999,9999
9999,9999,in case the transition has to be acknowledged and the driver fails to acknowledge as required the etcs shall initiate a brake application,PURE_B043,the information regarding lowering and raising of the pantograph and opening/closing of the circuit breaker shall be provided separately and in combinations,PURE_B124,9999,9999,0,9999,9999
9999,9999,the release speed shall be calculated on board based on either,PURE_B047,the roll away/reverse movement intervention shall be indicated on the dmi,PURE_B015,9999,9999,1,9999,9999
9999,9999,the etcs trainborne equipment shall be able to determine the location of the entire train,PURE_B037,the distance supervised can be extended from the trackside,PURE_B191,9999,9999,0,9999,9999
9999,9999,isolation of the etcs trainborne equipment shall disconnect the etcs trainborne equipment from the vehicle braking system,PURE_B002,the etcs on-board shall be capable of receiving information about pantograph and power supply from the trackside,PURE_B051,9999,9999,1,9999,9999
9999,9999,the ceiling speed value for the unfitted operation is determined by the lower value out of,PURE_B027,the trackside shall be able to send information for the calculation of speed profiles,PURE_B017,9999,9999,0,9999,9999
9999,9999,the driver shall acknowledge the level transitions if requested from trackside if the driver does not acknowledge after the transition the brake shall be applied if the driver acknowledges afterwards the brake can be released,PURE_B006,after the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value,PURE_B109,9999,9999,0,9999,9999
9999,9999,the driver shall be able to select train data entry on the dmi,PURE_B010,the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,PURE_B123,9999,9999,0,9999,9999
9999,9999,it shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a full supervision movement authority,PURE_B084,if there are failures of the trainborne equipment which compromise the safety of train supervision the etcs trainborne equipment shall immediately command the brake and bring the train to a stop,PURE_B186,9999,9999,0,9999,9999
9999,9999,the braking curves shall ensure that the train complies with its speed requirements,PURE_B106," when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",PURE_B187,9999,9999,0,9999,9999
9999,9999," when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",PURE_B187,the etcs trainborne equipment shall transmit its own train identification to the rbc,PURE_B029,9999,9999,0,9999,9999
9999,9999,the etcs trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data,PURE_B021,the driver shall be able to override the function when the train is stationary,PURE_B065,9999,9999,0,9999,9999
9999,9999,the etcs trainborne equipment shall be able to determine the location of the entire train,PURE_B037,there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits function,PURE_B105,9999,9999,0,9999,9999
9999,9999,the driver shall acknowledge the level transitions if requested from trackside if the driver does not acknowledge after the transition the brake shall be applied if the driver acknowledges afterwards the brake can be released,PURE_B006,the driver shall be able to release an etcs emergency brake application when stationary,PURE_B020,9999,9999,0,9999,9999
9999,9999,the dmi shall indicate the result of the self-test,PURE_B004,the etcs trainborne equipment shall supervise the end of movement authority if this information is available on-board,PURE_B092,9999,9999,1,9999,9999
9999,9999,the dmi shall indicate the result of the self-test,PURE_B004,the etcs on-board shall be capable of receiving information about pantograph and power supply from the trackside,PURE_B051,9999,9999,1,9999,9999
9999,9999,it shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a full supervision movement authority,PURE_B084,it shall be possible to define certain locations (eg tunnels) where speed increase is related to the front of the train,PURE_B066,9999,9999,0,9999,9999
9999,9999,the target distance shall not be shown on the dmi unless selected by the driver,PURE_B039,the following information shall be recorded,PURE_B042,9999,9999,1,9999,9999
9999,9999,it shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a full supervision movement authority,PURE_B084,where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point,PURE_B059,9999,9999,0,9999,9999
9999,9999,together with the movement authority the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,PURE_B079,when the plain text message appears on the dmi the driver shall be alerted,PURE_B075,9999,9999,0,9999,9999
9999,9999,if the on-board has no valid national values for the current location default values shall be used by the onboard equipment,PURE_B091,the driver shall be able to confirm the train integrity to the rbc manually the confirmation requires the train to be stationary,PURE_B045,9999,9999,0,9999,9999
9999,9999,etcs shall provide the driver with information to allow him to drive the train safely,PURE_B067,it shall be possible to define certain locations (eg tunnels) where speed increase is related to the front of the train,PURE_B066,9999,9999,0,9999,9999
9999,9999,the etcs trainborne equipment shall supervise the end of movement authority if this information is available on-board,PURE_B092,etcs shall calculate the permitted speed for the train for all locations of the authorised movement,PURE_B090,9999,9999,0,9999,9999
9999,9999,to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,PURE_B007,together with the movement authority the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,PURE_B079,9999,9999,0,9999,9999
9999,9999,the etcs on-board shall be capable of receiving national values from the trackside to adapt to national requirements,PURE_B016,the driver shall be able to override the function when the train is stationary,PURE_B065,9999,9999,1,9999,9999
9999,9999,this static train speed profile shall also respect maximum line speed and track speed and special speed levels for special classes of trains,PURE_B142,when changing to a higher speed level the rear end of the train shall respect the static train speed profile,PURE_B058,9999,9999,0,9999,9999
9999,9999,if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,PURE_B011,fixed text messages shall be provided in the language selected by the driver,PURE_B101,9999,9999,0,9999,9999
9999,9999,the braking curves shall ensure that the train complies with its speed requirements,PURE_B106,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_B012,9999,9999,0,9999,9999
9999,9999,if decided by a national value the driver may release the etcs emergency brake when the actual speed is below the permitted speed,PURE_B049,it shall be possible to command a conditional emergency stop if the train has already passed the location for the emergency stop the command shall be ignored,PURE_B083,9999,9999,0,9999,9999
9999,9999,the current operational status shall be indicated to the driver on the dmi,PURE_B001,it shall be possible to send information regarding the inhibition of the following different types of brake,PURE_B128,9999,9999,1,9999,9999
9999,9999,where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point,PURE_B059,the indication provided shall enable the driver to drive at the permitted speed without receiving a warning and without intervention of etcs,PURE_B036,9999,9999,0,9999,9999
9999,9999,to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction,PURE_B097,the driver shall be able to use the reversing function without needing to re-confirm the train data,PURE_B055,9999,9999,0,9999,9999
9999,9999,the trackside shall be able to send information for the calculation of speed profiles,PURE_B017,the co-operative revocation of the ma shall be possible to a new target location proposed from rbc,PURE_B112,9999,9999,0,9999,9999
9999,9999,the information regarding lowering and raising of the pantograph and opening/closing of the circuit breaker shall be provided separately and in combinations,PURE_B124,in the event of a transmission failure the following reactions shall be capable of being applied in accordance with a national value,PURE_B175,9999,9999,0,9999,9999
9999,9999,in case the transition has to be acknowledged and the driver fails to acknowledge as required the etcs shall initiate a brake application,PURE_B043,the trackside shall be able to send information for the calculation of speed profiles,PURE_B017,9999,9999,0,9999,9999
9999,9999,the following information shall be recorded,PURE_B042,operation of the train trip shall be indicated on the dmi,PURE_B099,9999,9999,1,9999,9999
9999,9999,the etcs trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data,PURE_B021,there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits function,PURE_B105,9999,9999,0,9999,9999
9999,9999,if as a result of an automatic transition except for transitions to and from national operation (stm) the responsibility for the driver increases the etcs shall seek an acknowledgement from the driver whether the train is stationary or not,PURE_B044,to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction,PURE_B097,9999,9999,0,9999,9999
9999,9999,when the traction unit has come to a standstill the driver shall be able to release the emergency brake,PURE_B068,the etcs trainborne equipment shall transmit its own train identification to the rbc,PURE_B029,9999,9999,0,9999,9999
9999,9999,when changing to a lower speed level the front end of the train shall respect the dynamic train speed profile,PURE_B057,when the plain text message appears on the dmi the driver shall be alerted,PURE_B075,9999,9999,0,9999,9999
9999,9999,when changing to a higher speed level the rear end of the train shall respect the static train speed profile,PURE_B058,when the plain text message appears on the dmi the driver shall be alerted,PURE_B075,9999,9999,0,9999,9999
9999,9999,the indication provided shall enable the driver to drive at the permitted speed without receiving a warning and without intervention of etcs,PURE_B036,when the plain text message appears on the dmi the driver shall be alerted,PURE_B075,9999,9999,0,9999,9999
9999,9999,the driver shall acknowledge the level transitions if requested from trackside if the driver does not acknowledge after the transition the brake shall be applied if the driver acknowledges afterwards the brake can be released,PURE_B006,using train data and infrastructure data braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track,PURE_B087,9999,9999,0,9999,9999
9999,9999,if track data at least to the location where the relevant movement authority ends are not available on-board the movement authority shall be rejected,PURE_B040,when the plain text message appears on the dmi the driver shall be alerted,PURE_B075,9999,9999,0,9999,9999
9999,9999,if the supervision is performed by a rbc it shall be possible to prevent movements of a traction unit in its area if not authorised by the rbc,PURE_B069,the driver shall be able to confirm the train integrity to the rbc manually the confirmation requires the train to be stationary,PURE_B045,9999,9999,0,9999,9999
9999,9999,there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits function,PURE_B105,the on board shall be capable of sending train data to the trackside after confirmation by the driver or when entering the rbc area,PURE_B008,9999,9999,0,9999,9999
9999,9999,if the on-board has no valid national values for the current location default values shall be used by the onboard equipment,PURE_B091,if there are failures of the trainborne equipment which compromise the safety of train supervision the etcs trainborne equipment shall immediately command the brake and bring the train to a stop,PURE_B186,9999,9999,0,9999,9999
9999,9999,train data shall be entered before the on-board etcs equipment allows train movement,PURE_B116," when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",PURE_B187,9999,9999,0,9999,9999
9999,9999,the ceiling speed value for the unfitted operation is determined by the lower value out of,PURE_B027,when changing to a higher speed level the rear end of the train shall respect the static train speed profile,PURE_B058,9999,9999,0,9999,9999
9999,9999,in case the transition has to be acknowledged and the driver fails to acknowledge as required the etcs shall initiate a brake application,PURE_B043,if decided by a national value the driver may release the etcs emergency brake when the actual speed is below the permitted speed,PURE_B049,9999,9999,0,9999,9999
9999,9999,the following definitions shall apply for the etcs application levels,PURE_B070,to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,PURE_B007,9999,9999,0,9999,9999
9999,9999,if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train,PURE_B132,it shall be possible to command a conditional emergency stop if the train has already passed the location for the emergency stop the command shall be ignored,PURE_B083,9999,9999,0,9999,9999
9999,9999,in partial supervision the train shall be supervised according to train speed and distance data available,PURE_B093,it shall be possible to revoke a movement authority that has already been issued to a train in a co-operative way between rbc and train,PURE_B173,9999,9999,0,9999,9999
9999,9999,the supervised shunting speed shall be indicated to the driver on request,PURE_B073,the etcs trainborne equipment shall indicate on the dmi the information regarding pantograph and power supply,PURE_B076,9999,9999,1,9999,9999
9999,9999,the ceiling speed level for the movement authority shall be defined as data national value,PURE_B053,it shall be possible to command a conditional emergency stop if the train has already passed the location for the emergency stop the command shall be ignored,PURE_B083,9999,9999,0,9999,9999
9999,9999,together with the movement authority the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,PURE_B079,when the traction unit has come to a standstill the driver shall be able to release the emergency brake,PURE_B068,9999,9999,0,9999,9999
9999,9999,if an etcs equipped train passes a level transition to a line fitted with more than one level the onboard shall switch to the highest level according to the priority given by trackside for which it is equipped,PURE_B125,if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,PURE_B011,9999,9999,0,9999,9999
9999,9999,when the traction unit has come to a standstill the driver shall be able to release the emergency brake,PURE_B068,fixed text messages shall be provided in the language selected by the driver,PURE_B101,9999,9999,0,9999,9999
9999,9999,fixed text messages shall be provided in the language selected by the driver,PURE_B101,the driver shall be able to use the reversing function without needing to re-confirm the train data,PURE_B055,9999,9999,0,9999,9999
9999,9999,the trackside shall be able to send information for the calculation of speed profiles,PURE_B017,where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point,PURE_B059,9999,9999,0,9999,9999
9999,9999,train data shall be entered before the on-board etcs equipment allows train movement,PURE_B116,if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,PURE_B095,9999,9999,0,9999,9999
9999,9999,the ceiling speed value for the unfitted operation is determined by the lower value out of,PURE_B027,the driver shall be able to override the function when the train is stationary,PURE_B065,9999,9999,0,9999,9999
9999,9999,etcs shall calculate the permitted speed for the train for all locations of the authorised movement,PURE_B090,when the plain text message appears on the dmi the driver shall be alerted,PURE_B075,9999,9999,0,9999,9999
9999,9999,if the on-board has no valid national values for the current location default values shall be used by the onboard equipment,PURE_B091,if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,PURE_B095,9999,9999,0,9999,9999
9999,9999,the etcs on-board shall be capable of receiving information about pantograph and power supply from the trackside,PURE_B051,when the plain text message appears on the dmi the driver shall be alerted,PURE_B075,9999,9999,1,9999,9999
9999,9999,it shall be possible to implement one or more of the etcs application levels on a line,PURE_B147,the etcs on-board shall be capable of receiving national values from the trackside to adapt to national requirements,PURE_B016,9999,9999,1,9999,9999
9999,9999,it shall be possible to implement one or more of the etcs application levels on a line,PURE_B147,it shall be possible to define certain locations (eg tunnels) where speed increase is related to the front of the train,PURE_B066,9999,9999,0,9999,9999
9999,9999,the test shall require no action on the part of the driver,PURE_B041,together with the movement authority the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,PURE_B079,9999,9999,0,9999,9999
9999,9999,the driver shall acknowledge the level transitions if requested from trackside if the driver does not acknowledge after the transition the brake shall be applied if the driver acknowledges afterwards the brake can be released,PURE_B006,isolation of the etcs trainborne equipment shall disconnect the etcs trainborne equipment from the vehicle braking system,PURE_B002,9999,9999,0,9999,9999
9999,9999,the driver shall acknowledge the level transitions if requested from trackside if the driver does not acknowledge after the transition the brake shall be applied if the driver acknowledges afterwards the brake can be released,PURE_B006,when changing to a lower speed level the front end of the train shall respect the dynamic train speed profile,PURE_B057,9999,9999,0,9999,9999
9999,9999,the driver shall acknowledge the level transitions if requested from trackside if the driver does not acknowledge after the transition the brake shall be applied if the driver acknowledges afterwards the brake can be released,PURE_B006,when changing to a higher speed level the rear end of the train shall respect the static train speed profile,PURE_B058,9999,9999,0,9999,9999
9999,9999,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_B012,visual and acoustic warnings to the driver about possible intervention from etcs shall be given to enable the driver to react and avoid intervention,PURE_B158,9999,9999,0,9999,9999
9999,9999,during the transition period between two operational states (including two different national operations) the supervision provided shall at least ensure the same protection provided by the least restrictive state,PURE_B148,the trainborne equipment shall apply the emergency brake after a distance defined by a national value is travelled by the train,PURE_B048,9999,9999,0,9999,9999
9999,9999,if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,PURE_B011,it shall be possible to define certain locations (eg tunnels) where speed increase is related to the front of the train,PURE_B066,9999,9999,0,9999,9999
9999,9999,the ceiling speed value for the unfitted operation is determined by the lower value out of,PURE_B027,if there are failures of the trainborne equipment which compromise the safety of train supervision the etcs trainborne equipment shall immediately command the brake and bring the train to a stop,PURE_B186,9999,9999,0,9999,9999
9999,9999,exit from shunting shall only be possible when the train is stationary,PURE_B046," when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",PURE_B187,9999,9999,0,9999,9999
9999,9999,if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,PURE_B011,to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction,PURE_B097,9999,9999,0,9999,9999
9999,9999,if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,PURE_B095,after the acknowledgement the driver shall be able to continue the movement,PURE_B115,9999,9999,0,9999,9999
9999,9999,if the on-board has no valid national values for the current location default values shall be used by the onboard equipment,PURE_B091,the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed this shall be shown to the driver in a way that is understandable and logical,PURE_B003,9999,9999,0,9999,9999
9999,9999,it shall be possible to use tandem traction units without isolating the etcs trainborne equipment on the tandem traction unit,PURE_B149,the driver shall be able to confirm the train integrity to the rbc manually the confirmation requires the train to be stationary,PURE_B045,9999,9999,0,9999,9999
9999,9999,the current application level shall be indicated on the dmi,PURE_B030,the etcs on-board shall be capable of receiving information about pantograph and power supply from the trackside,PURE_B051,9999,9999,1,9999,9999
9999,9999,the on board shall supervise the train against a ceiling speed,PURE_B038,the etcs on-board shall be capable of receiving information about pantograph and power supply from the trackside,PURE_B051,9999,9999,1,9999,9999
