,Unnamed: 0,Unnamed: 0.1,req1,req1_id,req2,req2_id,similarity,cosine,BinaryClass,MultiClass,Id
99999,99999,99999,it shall be possible to order a train trip when passing a stop signal,PURE_M131,it shall be possible to revoke a movement authority that has already been issued to a train in a co-operative way between rbc and train,PURE_M149,99999,99999,99999,0,99999
99999,99999,99999,the current operational status shall be indicated to the driver on the dmi,PURE_M001,the ceiling speed level for the movement authority shall be defined as data national value,PURE_M134,99999,99999,99999,4,99999
99999,99999,99999,if as a result of an automatic transition except for transitions to and from national operation (stm) the responsibility for the driver increases the etcs shall seek an acknowledgement from the driver whether the train is stationary or not,PURE_M032,the driver shall be able to release an etcs emergency brake application when stationary,PURE_M013,99999,99999,99999,0,99999
99999,99999,99999,the onboard shall be capable to switch to another etcs status when transmitted from trackside,PURE_M111,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_M008,99999,99999,99999,0,99999
99999,99999,99999,to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,PURE_M004,the braking curves shall ensure that the train complies with its speed requirements,PURE_M124,99999,99999,99999,0,99999
99999,99999,99999,to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,PURE_M004,fixed text messages shall be provided in the language selected by the driver,PURE_M104,99999,99999,99999,0,99999
99999,99999,99999,to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,PURE_M004,the new target location shall be checked for acceptance by the on board,PURE_M095,99999,99999,99999,0,99999
99999,99999,99999,it shall be possible to define certain locations (eg tunnels) where speed increase is related to the front of the train,PURE_M052,it shall be possible to prevent a train from entering a route for which it does not meet the required criteria,PURE_M138,99999,99999,99999,0,99999
99999,99999,99999,track to train transmission shall provide the capability to send different speed profiles for specific train categories,PURE_M099,the driver shall be able to use the reversing function without needing to re-confirm the train data,PURE_M042,99999,99999,99999,0,99999
99999,99999,99999,current train data shall be stored (except at transition to shunting) in the etcs equipment until the traction unit is not operative,PURE_M079," when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",PURE_M179,99999,99999,99999,0,99999
99999,99999,99999,the emergency brake shall be applied until the traction unit is stationary,PURE_M092,the on board shall be capable of sending train data to the trackside after confirmation by the driver or when entering the rbc area,PURE_M005,99999,99999,99999,0,99999
99999,99999,99999,if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,PURE_M007,the driver shall be able to release an etcs emergency brake application when stationary,PURE_M013,99999,99999,99999,0,99999
99999,99999,99999,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_M008,the driver shall be able to release an etcs emergency brake application when stationary,PURE_M013,99999,99999,99999,0,99999
99999,99999,99999,current train data shall be stored (except at transition to shunting) in the etcs equipment until the traction unit is not operative,PURE_M079,when the train passes the stop signal the train trip function shall be suppressed,PURE_M031,99999,99999,99999,0,99999
99999,99999,99999,the driver shall acknowledge the level transitions if requested from trackside if the driver does not acknowledge after the transition the brake shall be applied if the driver acknowledges afterwards the brake can be released,PURE_M003," it shall be possible to apply the train trip function if the shunting movement passes a signal showing ""danger for shunting",PURE_M009,99999,99999,99999,0,99999
99999,99999,99999,if the supervision is performed by a rbc it shall be possible to prevent movements of a traction unit in its area if not authorised by the rbc,PURE_M056,on request of the rbc the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear,PURE_M026,99999,99999,99999,0,99999
99999,99999,99999,if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,PURE_M007,after the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value,PURE_M081,99999,99999,99999,0,99999
99999,99999,99999,if as a result of an automatic transition except for transitions to and from national operation (stm) the responsibility for the driver increases the etcs shall seek an acknowledgement from the driver whether the train is stationary or not,PURE_M032,the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,PURE_M100,99999,99999,99999,0,99999
99999,99999,99999,where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point,PURE_M046,when a traction unit passes a stop-signal the emergency brake shall be triggered,PURE_M074,99999,99999,99999,0,99999
99999,99999,99999,if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train,PURE_M132,the train shall be able to automatically pass from one rbc area to another without driver intervention,PURE_M118,99999,99999,99999,0,99999
99999,99999,99999,the current application level shall be indicated on the dmi,PURE_M018,the etcs trainborne equipment shall be capable of supervising the following operational states,PURE_M060,99999,99999,99999,4,99999
99999,99999,99999,the current application level shall be indicated on the dmi,PURE_M018,fixed text messages shall be provided in the language selected by the driver,PURE_M104,99999,99999,99999,4,99999
99999,99999,99999,the driver shall be able to consult train data when the train is stationary or moving,PURE_M012,the train trip function,PURE_M063,99999,99999,99999,0,99999
99999,99999,99999,the driver shall be able to consult train data when the train is stationary or moving,PURE_M012,the train trip function,PURE_M063,99999,99999,99999,0,99999
99999,99999,99999,if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,PURE_M007,operation of the train trip shall be indicated on the dmi,PURE_M016,99999,99999,99999,0,99999
99999,99999,99999,the driver shall have the possibility to select the language this does not concern non pre-defined texts sent from the trackside,PURE_M039,the etcs trainborne equipment shall transmit its own train identification to the rbc,PURE_M017,99999,99999,99999,0,99999
99999,99999,99999," when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",PURE_M179,each railway shall have the possibility of allowing a different release speed for every signal,PURE_M177,99999,99999,99999,0,99999
99999,99999,99999,the etcs trainborne equipment shall be able to determine the location of the entire train,PURE_M027,the train trip function,PURE_M063,99999,99999,99999,0,99999
99999,99999,99999,the etcs trainborne equipment shall be able to determine the location of the entire train,PURE_M027,the train trip function,PURE_M063,99999,99999,99999,0,99999
99999,99999,99999,exit from shunting shall only be possible when the train is stationary,PURE_M034,if the train is equipped with only one operational radio passing from one rbc to another shall still be possible but might result in a performance penalty,PURE_M107,99999,99999,99999,0,99999
99999,99999,99999,in case the transition has to be acknowledged and the driver fails to acknowledge as required the etcs shall initiate a brake application,PURE_M028,stored train data shall be offered to the driver to be confirmed when data entry starts,PURE_M050,99999,99999,99999,0,99999
99999,99999,99999,for transitions to and from national operation (stm) the etcs shall request an acknowledgement by the driver,PURE_M116,if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,PURE_M007,99999,99999,99999,0,99999
99999,99999,99999,for transitions to and from national operation (stm) the etcs shall request an acknowledgement by the driver,PURE_M116,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_M008,99999,99999,99999,0,99999
99999,99999,99999,if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,PURE_M082,once the train starts reversing the ma shall be cancelled,PURE_M160,99999,99999,99999,0,99999
99999,99999,99999,the driver shall acknowledge the level transitions if requested from trackside if the driver does not acknowledge after the transition the brake shall be applied if the driver acknowledges afterwards the brake can be released,PURE_M003,if an etcs equipped train passes a level transition to a line fitted with more than one level the onboard shall switch to the highest level according to the priority given by trackside for which it is equipped,PURE_M101,99999,99999,99999,0,99999
99999,99999,99999,it shall be possible to order a train trip when passing a stop signal,PURE_M131,it shall be possible to prevent a train from entering a route for which it does not meet the required criteria,PURE_M138,99999,99999,99999,0,99999
99999,99999,99999,current train data shall be stored (except at transition to shunting) in the etcs equipment until the traction unit is not operative,PURE_M079,to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction,PURE_M098,99999,99999,99999,0,99999
99999,99999,99999,the etcs on-board shall be capable of receiving track description from the trackside,PURE_M055,in the event of a transmission failure the following reactions shall be capable of being applied in accordance with a national value,PURE_M186,99999,99999,99999,3,99999
99999,99999,99999,etcs is required to be functional to a maximum train speed of 500 km/h,PURE_M127,the train shall be supervised according to train speed data available,PURE_M023,99999,99999,99999,0,99999
99999,99999,99999,if as a result of an automatic transition except for transitions to and from national operation (stm) the responsibility for the driver increases the etcs shall seek an acknowledgement from the driver whether the train is stationary or not,PURE_M032,the distance supervised can be extended from the trackside,PURE_M176,99999,99999,99999,0,99999
99999,99999,99999,the ceiling speed value for the unfitted operation is determined by the lower value out of,PURE_M133,the target distance shall not be shown on the dmi unless selected by the driver,PURE_M038,99999,99999,99999,3,99999
99999,99999,99999,current train data shall be stored (except at transition to shunting) in the etcs equipment until the traction unit is not operative,PURE_M079,after the acknowledgement the driver shall be able to continue the movement,PURE_M094,99999,99999,99999,0,99999
99999,99999,99999,the dmi shall display or be compatible with information from national train control systems this may mean displaying the information shown by the national system,PURE_M041,once the train starts reversing the ma shall be cancelled,PURE_M160,99999,99999,99999,3,99999
99999,99999,99999,the dmi shall display or be compatible with information from national train control systems this may mean displaying the information shown by the national system,PURE_M041,the occurrence of a failure shall be displayed on the dmi,PURE_M180,99999,99999,99999,3,99999
99999,99999,99999,train data shall be entered before the on-board etcs equipment allows train movement,PURE_M105,the driver shall be able to confirm the train integrity to the rbc manually the confirmation requires the train to be stationary,PURE_M033,99999,99999,99999,0,99999
99999,99999,99999,after the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value,PURE_M081,the train shall be able to automatically pass from one rbc area to another without driver intervention,PURE_M118,99999,99999,99999,0,99999
99999,99999,99999,etcs shall provide the driver with information to allow him to drive the train safely,PURE_M053," when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",PURE_M179,99999,99999,99999,0,99999
99999,99999,99999,current train data shall be stored (except at transition to shunting) in the etcs equipment until the traction unit is not operative,PURE_M079,in partial supervision the train shall be supervised according to train speed and distance data available,PURE_M089,99999,99999,99999,0,99999
99999,99999,99999,if as a result of an automatic transition except for transitions to and from national operation (stm) the responsibility for the driver increases the etcs shall seek an acknowledgement from the driver whether the train is stationary or not,PURE_M032,after the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value,PURE_M081,99999,99999,99999,0,99999
99999,99999,99999,the driver shall be able to override the function when the train is stationary,PURE_M051,if a train cannot stop at the proposed new target location it shall reject the request and keep the old target location,PURE_M153,99999,99999,99999,0,99999
99999,99999,99999,the target distance shall not be shown on the dmi unless selected by the driver,PURE_M038,the etcs on-board shall be capable of receiving information about pantograph and power supply from the trackside,PURE_M073,99999,99999,99999,3,99999
99999,99999,99999,current train data shall be stored (except at transition to shunting) in the etcs equipment until the traction unit is not operative,PURE_M079,where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point,PURE_M046,99999,99999,99999,0,99999
99999,99999,99999," it shall be possible to apply the train trip function if the shunting movement passes a signal showing ""danger for shunting",PURE_M009,where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point,PURE_M046,99999,99999,99999,0,99999
99999,99999,99999,on request of the rbc the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear,PURE_M026,if a train cannot stop at the proposed new target location it shall reject the request and keep the old target location,PURE_M153,99999,99999,99999,0,99999
99999,99999,99999,the following definitions shall apply for the etcs application levels,PURE_M087,the driver shall be able to confirm the train integrity to the rbc manually the confirmation requires the train to be stationary,PURE_M033,99999,99999,99999,0,99999
99999,99999,99999,the etcs on-board shall be capable of receiving information about pantograph and power supply from the trackside,PURE_M073,it shall be possible to send information regarding the inhibition of the following different types of brake,PURE_M110,99999,99999,99999,3,99999
99999,99999,99999,on request of the rbc the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear,PURE_M026,the distance supervised can be extended from the trackside,PURE_M176,99999,99999,99999,0,99999
99999,99999,99999,the ceiling speed level for the movement authority shall be defined as data national value,PURE_M134,the driver shall be able to confirm the train integrity to the rbc manually the confirmation requires the train to be stationary,PURE_M033,99999,99999,99999,0,99999
99999,99999,99999,to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,PURE_M004,exit from shunting shall only be possible when the train is stationary,PURE_M034,99999,99999,99999,0,99999
99999,99999,99999,when the traction unit is stationary the driver shall be required to acknowledge the train trip condition this acknowledgement will release the emergency brake,PURE_M037,it shall be possible to send information regarding the inhibition of the following different types of brake,PURE_M110,99999,99999,99999,0,99999
99999,99999,99999,transitions which occur while the train is stationary shall be initiated automatically or manually as appropriate,PURE_M103,the driver shall be able to confirm the train integrity to the rbc manually the confirmation requires the train to be stationary,PURE_M033,99999,99999,99999,0,99999
99999,99999,99999,following successful completion of train data entry the driver shall be able to perform shunting movements or train movements,PURE_M085,in partial supervision the train shall be supervised according to train speed and distance data available,PURE_M089,99999,99999,99999,0,99999
99999,99999,99999,the onboard shall be capable to switch to another etcs status when transmitted from trackside,PURE_M111,the driver shall be able to use the reversing function without needing to re-confirm the train data,PURE_M042,99999,99999,99999,0,99999
99999,99999,99999,in case the transition has to be acknowledged and the driver fails to acknowledge as required the etcs shall initiate a brake application,PURE_M028,if an etcs equipped train passes a level transition to a line fitted with more than one level the onboard shall switch to the highest level according to the priority given by trackside for which it is equipped,PURE_M101,99999,99999,99999,0,99999
99999,99999,99999,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_M008,there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits function,PURE_M071,99999,99999,99999,0,99999
99999,99999,99999,the supervised shunting speed shall be indicated to the driver on request,PURE_M035,the following information shall be recorded,PURE_M112,99999,99999,99999,4,99999
99999,99999,99999,the roll away/reverse movement intervention shall be indicated on the dmi,PURE_M010,the following information shall be recorded,PURE_M112,99999,99999,99999,4,99999
99999,99999,99999,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_M008,it shall be possible to use multiple traction units without isolating the etcs trainborne equipment on traction unit(s) with an in-operative cab,PURE_M162,99999,99999,99999,0,99999
99999,99999,99999,the driver shall acknowledge the level transitions if requested from trackside if the driver does not acknowledge after the transition the brake shall be applied if the driver acknowledges afterwards the brake can be released,PURE_M003,the etcs trainborne equipment shall supervise the end of movement authority if this information is available on-board,PURE_M072,99999,99999,99999,0,99999
99999,99999,99999,in case the transition has to be acknowledged and the driver fails to acknowledge as required the etcs shall initiate a brake application,PURE_M028,the emergency brake shall be applied until the traction unit is stationary,PURE_M092,99999,99999,99999,0,99999
99999,99999,99999,following successful completion of train data entry the driver shall be able to perform shunting movements or train movements,PURE_M085,the train shall be able to automatically pass from one rbc area to another without driver intervention,PURE_M118,99999,99999,99999,0,99999
99999,99999,99999,to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,PURE_M004,the train shall be supervised according to train speed data available,PURE_M023,99999,99999,99999,0,99999
99999,99999,99999,information shall be recorded to an accuracy which enables a clear view of the functioning of etcs and way the traction unit has been driven,PURE_M135,the driver shall be able to confirm the train integrity to the rbc manually the confirmation requires the train to be stationary,PURE_M033,99999,99999,99999,0,99999
99999,99999,99999,current train data shall be stored (except at transition to shunting) in the etcs equipment until the traction unit is not operative,PURE_M079,the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer when shunting is selected or when partial supervision information is received,PURE_M141,99999,99999,99999,0,99999
99999,99999,99999,etcs shall provide the driver with information to allow him to drive the train safely,PURE_M053,the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,PURE_M100,99999,99999,99999,0,99999
99999,99999,99999,the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,PURE_M100,the following train data shall be sent from the on board to the trackside,PURE_M115,99999,99999,99999,0,99999
99999,99999,99999,it shall be possible to define certain locations (eg tunnels) where speed increase is related to the front of the train,PURE_M052,when the train passes the stop signal the train trip function shall be suppressed,PURE_M031,99999,99999,99999,0,99999
99999,99999,99999,in case the transition has to be acknowledged and the driver fails to acknowledge as required the etcs shall initiate a brake application,PURE_M028,the train shall have the capability of being supervised to a ceiling speed,PURE_M048,99999,99999,99999,0,99999
99999,99999,99999,if acknowledgement is specified the driver shall acknowledge transfer from full supervision to partial supervision within 5 seconds,PURE_M136,the train shall leave partial supervision when the trainborne equipment is not operative any longer when shunting is selected or when full supervision is available,PURE_M097,99999,99999,99999,0,99999
99999,99999,99999,the dmi shall display or be compatible with information from national train control systems this may mean displaying the information shown by the national system,PURE_M041,the etcs on-board shall be capable of receiving information regarding air tightness from the trackside,PURE_M109,99999,99999,99999,3,99999
99999,99999,99999,in case the transition has to be acknowledged and the driver fails to acknowledge as required the etcs shall initiate a brake application,PURE_M028,it shall be possible to define certain locations (eg tunnels) where speed increase is related to the front of the train,PURE_M052,99999,99999,99999,0,99999
99999,99999,99999,etcs shall be able to supervise train and shunting movements,PURE_M047,the train shall be able to automatically pass from one rbc area to another without driver intervention,PURE_M118,99999,99999,99999,0,99999
99999,99999,99999,for transitions to and from national operation (stm) the etcs shall request an acknowledgement by the driver,PURE_M116,the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,PURE_M100,99999,99999,99999,0,99999
99999,99999,99999,etcs shall calculate the permitted speed for the train for all locations of the authorised movement,PURE_M090,the driver shall be able to use the reversing function without needing to re-confirm the train data,PURE_M042,99999,99999,99999,0,99999
99999,99999,99999,when the etcs trainborne equipment is isolated the system shall not show any etcs information other than the fact that the system is isolated,PURE_M096,the driver shall be able to confirm the train integrity to the rbc manually the confirmation requires the train to be stationary,PURE_M033,99999,99999,99999,0,99999
99999,99999,99999,the etcs trainborne equipment shall transmit its own train identification to the rbc,PURE_M017,in etcs with rbc this restriction on performance shall if possible be transmitted to the rbc,PURE_M184,99999,99999,99999,0,99999
99999,99999,99999,the following data may be entered manually by the driver or from train memory,PURE_M057,the etcs trainborne equipment shall be able to determine the location of the entire train,PURE_M027,99999,99999,99999,0,99999
99999,99999,99999,the driver shall be able to consult train data when the train is stationary or moving,PURE_M012,if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,PURE_M082,99999,99999,99999,0,99999
99999,99999,99999,the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,PURE_M100,the driver shall be able to use the reversing function without needing to re-confirm the train data,PURE_M042,99999,99999,99999,0,99999
99999,99999,99999,the driver shall acknowledge the level transitions if requested from trackside if the driver does not acknowledge after the transition the brake shall be applied if the driver acknowledges afterwards the brake can be released,PURE_M003,before authomatic transition to shunting etcs shall request confirmation from the driver,PURE_M126,99999,99999,99999,0,99999
99999,99999,99999,the etcs trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data,PURE_M069,when the traction unit is stationary the driver shall be required to acknowledge the train trip condition this acknowledgement will release the emergency brake,PURE_M037,99999,99999,99999,0,99999
99999,99999,99999,stored train data shall be offered to the driver to be confirmed when data entry starts,PURE_M050,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_M008,99999,99999,99999,0,99999
99999,99999,99999,if track data at least to the location where the relevant movement authority ends are not available on-board the movement authority shall be rejected,PURE_M067,the driver shall have the possibility to select the language this does not concern non pre-defined texts sent from the trackside,PURE_M039,99999,99999,99999,0,99999
99999,99999,99999,the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,PURE_M100,after the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value,PURE_M081,99999,99999,99999,0,99999
99999,99999,99999,if an etcs equipped train passes a level transition to a line fitted with more than one level the onboard shall switch to the highest level according to the priority given by trackside for which it is equipped,PURE_M101,to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,PURE_M004,99999,99999,99999,0,99999
99999,99999,99999,the driver shall acknowledge the level transitions if requested from trackside if the driver does not acknowledge after the transition the brake shall be applied if the driver acknowledges afterwards the brake can be released,PURE_M003,the train shall have the capability of being supervised to a ceiling speed,PURE_M048,99999,99999,99999,0,99999
99999,99999,99999,the ceiling speed level for the movement authority shall be defined as data national value,PURE_M134,the driver shall be able to override the function when the train is stationary,PURE_M051,99999,99999,99999,0,99999
99999,99999,99999,the change of driver identification during a journey or a train running number shall be possible,PURE_M125,the driver shall be able to override the function when the train is stationary,PURE_M051,99999,99999,99999,0,99999
99999,99999,99999,if an etcs equipped train passes a level transition to a line fitted with more than one level the onboard shall switch to the highest level according to the priority given by trackside for which it is equipped,PURE_M101," when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",PURE_M179,99999,99999,99999,0,99999
99999,99999,99999,for transitions to and from national operation (stm) the etcs shall request an acknowledgement by the driver,PURE_M116,if an etcs equipped train passes a level transition to a line fitted with more than one level the onboard shall switch to the highest level according to the priority given by trackside for which it is equipped,PURE_M101,99999,99999,99999,0,99999
99999,99999,99999,if an etcs equipped train passes a level transition to a line fitted with more than one level the onboard shall switch to the highest level according to the priority given by trackside for which it is equipped,PURE_M101,the on board shall be capable of sending train data to the trackside after confirmation by the driver or when entering the rbc area,PURE_M005,99999,99999,99999,0,99999
99999,99999,99999,if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train,PURE_M132,in etcs with rbc this restriction on performance shall if possible be transmitted to the rbc,PURE_M184,99999,99999,99999,0,99999
99999,99999,99999,the etcs trainborne equipment shall be capable of receiving information from the national train control systems by means of the stm,PURE_M076,information shall be shown on the dmi,PURE_M183,99999,99999,99999,3,99999
99999,99999,99999,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_M008,the driver shall enter the driver id,PURE_M064,99999,99999,99999,0,99999
99999,99999,99999,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_M008,the distance supervised can be extended from the trackside,PURE_M176,99999,99999,99999,0,99999
99999,99999,99999,the dmi shall display or be compatible with information from national train control systems this may mean displaying the information shown by the national system,PURE_M041,a special indication shall be shown on the dmi,PURE_M015,99999,99999,99999,3,99999
99999,99999,99999,the driver shall acknowledge the level transitions if requested from trackside if the driver does not acknowledge after the transition the brake shall be applied if the driver acknowledges afterwards the brake can be released,PURE_M003,the ceiling speed value for the unfitted operation is determined by the lower value out of,PURE_M133,99999,99999,99999,0,99999
99999,99999,99999,for transitions to and from national operation (stm) the etcs shall request an acknowledgement by the driver,PURE_M116,to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,PURE_M004,99999,99999,99999,0,99999
99999,99999,99999," it shall be possible to apply the train trip function if the shunting movement passes a signal showing ""danger for shunting",PURE_M009,if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,PURE_M082,99999,99999,99999,0,99999
99999,99999,99999,the following definitions shall apply for the etcs application levels,PURE_M087,when the traction unit is stationary the driver shall be required to acknowledge the train trip condition this acknowledgement will release the emergency brake,PURE_M037,99999,99999,99999,0,99999
99999,99999,99999,the following definitions shall apply for the etcs application levels,PURE_M087,the on board shall be capable of sending train data to the trackside after confirmation by the driver or when entering the rbc area,PURE_M005,99999,99999,99999,0,99999
99999,99999,99999,the following definitions shall apply for the etcs application levels,PURE_M087,the release speed shall be indicated on the dmi,PURE_M024,99999,99999,99999,4,99999
99999,99999,99999,the current application level shall be indicated on the dmi,PURE_M018,the driver shall enter the driver id,PURE_M064,99999,99999,99999,4,99999
99999,99999,99999,the current application level shall be indicated on the dmi,PURE_M018,the distance supervised can be extended from the trackside,PURE_M176,99999,99999,99999,4,99999
99999,99999,99999,the driver shall enter the driver id,PURE_M064,the occurrence of a failure shall be displayed on the dmi,PURE_M180,99999,99999,99999,4,99999
99999,99999,99999,if as a result of an automatic transition except for transitions to and from national operation (stm) the responsibility for the driver increases the etcs shall seek an acknowledgement from the driver whether the train is stationary or not,PURE_M032,if the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one rbc to another (train spacing and train speed,PURE_M157,99999,99999,99999,0,99999
99999,99999,99999,if as a result of an automatic transition except for transitions to and from national operation (stm) the responsibility for the driver increases the etcs shall seek an acknowledgement from the driver whether the train is stationary or not,PURE_M032,the emergency brake shall be applied until the traction unit is stationary,PURE_M092,99999,99999,99999,0,99999
99999,99999,99999," when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",PURE_M179,the reversing function shall only be possible in one active cab which is not closed at any time during the procedure,PURE_M139,99999,99999,99999,0,99999
99999,99999,99999,if the supervision is performed by a rbc it shall be possible to prevent movements of a traction unit in its area if not authorised by the rbc,PURE_M056,it shall be possible to command a conditional emergency stop if the train has already passed the location for the emergency stop the command shall be ignored,PURE_M065,99999,99999,99999,0,99999
99999,99999,99999,it shall be possible to send information regarding the inhibition of the following different types of brake,PURE_M110,the driver shall be able to use the reversing function without needing to re-confirm the train data,PURE_M042,99999,99999,99999,0,99999
99999,99999,99999,if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,PURE_M007,when the etcs trainborne equipment is isolated the system shall not show any etcs information other than the fact that the system is isolated,PURE_M096,99999,99999,99999,0,99999
99999,99999,99999,the etcs trainborne equipment shall be capable of supervising the following operational states,PURE_M060,when the traction unit is stationary the driver shall be required to acknowledge the train trip condition this acknowledgement will release the emergency brake,PURE_M037,99999,99999,99999,0,99999
99999,99999,99999,the braking curves shall ensure that the train complies with its speed requirements,PURE_M124,when the traction unit is stationary the driver shall be required to acknowledge the train trip condition this acknowledgement will release the emergency brake,PURE_M037,99999,99999,99999,0,99999
99999,99999,99999,when the traction unit is stationary the driver shall be required to acknowledge the train trip condition this acknowledgement will release the emergency brake,PURE_M037,the new target location shall be checked for acceptance by the on board,PURE_M095,99999,99999,99999,0,99999
99999,99999,99999,permission received shall be indicated to the driver,PURE_M077,the onboard shall be capable to switch to another etcs status when transmitted from trackside,PURE_M111,99999,99999,99999,4,99999
99999,99999,99999,transitions which occur while the train is stationary shall be initiated automatically or manually as appropriate,PURE_M103,exit from shunting shall only be possible when the train is stationary,PURE_M034,99999,99999,99999,0,99999
99999,99999,99999,the following data may be entered manually by the driver or from train memory,PURE_M057,once the train starts reversing the ma shall be cancelled,PURE_M160,99999,99999,99999,0,99999
99999,99999,99999,the following data may be entered manually by the driver or from train memory,PURE_M057,the driver shall have the possibility to select the language this does not concern non pre-defined texts sent from the trackside,PURE_M039,99999,99999,99999,0,99999
99999,99999,99999,train data shall be entered before the on-board etcs equipment allows train movement,PURE_M105,if track data at least to the location where the relevant movement authority ends are not available on-board the movement authority shall be rejected,PURE_M067,99999,99999,99999,0,99999
99999,99999,99999,the test shall require no action on the part of the driver,PURE_M030,permission received shall be indicated to the driver,PURE_M077,99999,99999,99999,4,99999
99999,99999,99999,the test shall require no action on the part of the driver,PURE_M030,route unsuitability shall be indicated on the dmi,PURE_M022,99999,99999,99999,4,99999
99999,99999,99999,in partial supervision the train shall be supervised according to train speed and distance data available,PURE_M089," when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",PURE_M179,99999,99999,99999,0,99999
99999,99999,99999,if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,PURE_M007," it shall be possible to apply the train trip function if the shunting movement passes a signal showing ""danger for shunting",PURE_M009,99999,99999,99999,0,99999
99999,99999,99999," it shall be possible to apply the train trip function if the shunting movement passes a signal showing ""danger for shunting",PURE_M009,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_M008,99999,99999,99999,0,99999
